駅ID	駅名(漢字)	駅格	略称	駅名(ひらがな)	駅名(カタカナ)	駅名(ローマ字)	駅名(簡体字)	駅名(繁体字)	駅名(韓国語)	住所	駅番号	自社	連動駅	線路数
3366	橋本											FALSE		
3367	紀伊山田											FALSE		
3368	高野口											FALSE		
3369	中飯降											FALSE		
3370	妙寺											FALSE		
3371	大谷											FALSE		
3372	笠田											FALSE		
3373	西笠田											FALSE		
3374	名手											FALSE		
3375	粉河											FALSE		
3376	紀伊長田											FALSE		
3377	打田											FALSE		
3378	下井阪											FALSE		
3379	岩出											FALSE		
3380	船戸											FALSE		
3381	紀伊小倉											FALSE		
3382	布施屋											FALSE		
3383	千旦											FALSE		
3384	田井ノ瀬											FALSE		
3401	塚口											FALSE		
3402	猪名寺											FALSE		
3403	伊丹											FALSE		
3404	北伊丹											FALSE		
3405	川西池田											FALSE		
3406	中山寺											FALSE		
3407	宝塚											FALSE		
3408	生瀬											FALSE		
3409	西宮名塩											FALSE		
3410	武田尾											FALSE		
3411	道場											FALSE		
3412	三田											FALSE		
3413	新三田											FALSE		
3414	広野											FALSE		
3415	相野											FALSE		
3416	藍本											FALSE		
3417	草野											FALSE		
3418	古市											FALSE		
3419	南矢代											FALSE		
3420	篠山口											FALSE		
3421	丹波大山											FALSE		
3422	下滝											FALSE		
3423	谷川											FALSE		
3424	柏原											FALSE		
3425	石生											FALSE		
3426	黒井											FALSE		
3427	市島											FALSE		
3428	丹波竹田											FALSE		
3431	高津											FALSE		
3432	石原											FALSE		
3433	福知山											FALSE		
3434	上川口											FALSE		
3435	下川口											FALSE		
3436	下夜久野											FALSE		
3437	上夜久野											FALSE		
3438	梁瀬											FALSE		
3439	和田山											FALSE		
3440	養父											FALSE		
3441	八鹿											FALSE		
3442	江原											FALSE		
3443	国府											FALSE		
3451	日岡											FALSE		
3452	神野											FALSE		
3453	厄神											FALSE		
3454	市場											FALSE		
3455	小野町											FALSE		
3456	粟生											FALSE		
3457	河合西											FALSE		
3458	青野ヶ原											FALSE		
3459	社町											FALSE		
3460	滝野											FALSE		
3461	滝											FALSE		
3462	西脇市											FALSE		
3463	新西脇											FALSE		
3464	比延											FALSE		
3465	日本へそ公園											FALSE		
3466	黒田庄											FALSE		
3467	本黒田											FALSE		
3468	船町口											FALSE		
3469	久下村											FALSE		
3471	京口											FALSE		
3472	野里											FALSE		
3473	砥堀											FALSE		
3474	仁豊野											FALSE		
3475	香呂											FALSE		
3476	溝口											FALSE		
3477	福崎											FALSE		
3478	甘地											FALSE		
3479	鶴居											FALSE		
3480	新野											FALSE		
3481	寺前											FALSE		
3482	長谷寺											FALSE		
3483	生野											FALSE		
3484	新井											FALSE		
3485	青倉											FALSE		
3486	竹田											FALSE		
3491	播磨高岡											FALSE		
3492	余部											FALSE		
3493	太市											FALSE		
3494	本竜野											FALSE		
3495	東觜崎											FALSE		
3496	播磨新宮											FALSE		
3497	千本											FALSE		
3498	西栗栖											FALSE		
3499	三日月											FALSE		
3500	播磨徳久											FALSE		
3501	佐用											FALSE		
3502	光月											FALSE		
3503	美作土居											FALSE		
3504	美作江見											FALSE		
3505	楢原											FALSE		
3506	林野											FALSE		
3507	勝間田											FALSE		
3508	西勝間田											FALSE		
3509	美作大崎											FALSE		
3510	東津山											FALSE		
3511	津山											FALSE		
3512	院庄											FALSE		
3521	高野											FALSE		
3531	法界院											FALSE		
3532	備前原											FALSE		
3533	玉柏											FALSE		
3541	津山口											FALSE		
3551	備前三門											FALSE		
3552	大安寺											FALSE		
3553	備前一宮											FALSE		
3554	吉備津											FALSE		
3561	大元前											FALSE		
3562	備前西市											FALSE		
3563	妹尾											FALSE		
3564	備中箕島											FALSE		
